City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
226,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,33.8,51,0,6.71,clear sky,2022-08-10 22:46
227,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,86,69,87,1.99,overcast clouds,2022-08-10 22:46
228,Avarua,CK,-21.2078,-159.775,82.4,78,40,8.05,scattered clouds,2022-08-10 22:46
229,Port Hardy,CA,50.6996,-127.4199,44.6,53,40,8.05,scattered clouds,2022-08-10 22:36
230,Olafsvik,IS,64.8945,-23.7142,39.06,93,100,13.13,overcast clouds,2022-08-10 22:46
231,Springbok,ZA,-29.6643,17.8865,69.75,35,6,1.86,clear sky,2022-08-10 22:46
232,Puerto Carreno,CO,6.189,-67.4859,74.71,91,100,5.17,overcast clouds,2022-08-10 22:46
233,Vestmanna,FO,62.1564,-7.1664,28.4,80,98,9.22,light snow,2022-08-10 22:46
234,Ilulissat,GL,69.2167,-51.1,21.2,79,90,3.44,overcast clouds,2022-08-10 22:46
235,Kendari,ID,-3.945,122.4989,75.6,90,100,3.56,overcast clouds,2022-08-10 22:46
236,Eyl,SO,7.9803,49.8164,78.31,70,2,8.16,clear sky,2022-08-10 22:46
237,Makakilo City,US,21.3469,-158.0858,78.8,50,20,9.22,few clouds,2022-08-10 22:46
238,Saint-Augustin,CA,51.226,-58.6502,34.18,87,100,12.97,overcast clouds,2022-08-10 22:46
239,Pyapon,MM,16.2833,95.6833,78.87,75,18,4.72,few clouds,2022-08-10 22:46
240,Maragogi,BR,-9.0122,-35.2225,77.59,88,99,9.98,overcast clouds,2022-08-10 22:44
241,Springdale,US,36.1867,-94.1288,57.99,71,90,10.36,overcast clouds,2022-08-10 22:44
242,Santa Maria,BR,-29.6842,-53.8069,84.2,54,0,4.61,clear sky,2022-08-10 22:43
243,Lingao,CN,19.9103,109.6859,72.73,90,52,13.67,broken clouds,2022-08-10 22:46
244,Ada,US,43.4166,-116.1262,61,20,1,18.41,clear sky,2022-08-10 22:46
245,Bagli,IN,22.65,76.35,82.9,16,70,2.13,broken clouds,2022-08-10 22:46
246,Nemuro,JP,43.3236,145.575,37.67,66,6,6.55,clear sky,2022-08-10 22:36
247,Punta Alta,AR,-38.8759,-62.0736,55.65,94,100,7.2,overcast clouds,2022-08-10 22:46
248,Ostrovnoy,RU,68.0531,39.5131,31.42,85,39,23.89,scattered clouds,2022-08-10 22:46
249,Dingle,PH,10.9995,122.6711,78.1,81,59,6.78,broken clouds,2022-08-10 22:46
250,Lorengau,PG,-2.0226,147.2712,81.66,83,100,15.5,overcast clouds,2022-08-10 22:46
251,Luganville,VU,-15.5333,167.1667,79.27,82,100,4.34,overcast clouds,2022-08-10 22:46
252,Bilma,NE,18.6853,12.9164,84.51,7,89,9.82,overcast clouds,2022-08-10 22:46
253,Sovetskiy,RU,61.3614,63.5842,33.67,98,100,5.12,light rain,2022-08-10 22:46
254,Kingsburg,US,36.5138,-119.554,75,33,1,6.91,clear sky,2022-08-10 22:46
255,Broken Hill,AU,-31.95,141.4333,51.8,71,23,11.5,few clouds,2022-08-10 22:36
256,Killybegs,IE,54.6333,-8.45,37.4,81,75,8.05,broken clouds,2022-08-10 22:46
257,Sinnamary,GF,5.3833,-52.95,78.26,84,76,7.14,moderate rain,2022-08-10 22:46
258,Beringovskiy,RU,63.05,179.3167,7.93,92,100,22.44,light snow,2022-08-10 22:46
259,Oksfjord,NO,70.2396,22.3479,33.8,55,75,12.66,light snow,2022-08-10 22:46
260,Padang,ID,-0.9492,100.3543,77,94,40,1.14,scattered clouds,2022-08-10 22:46
261,Suihua,CN,46.6406,126.9969,52.38,55,100,5.28,overcast clouds,2022-08-10 22:46
262,Conceicao Do Araguaia,BR,-8.2578,-49.2647,82.4,69,0,3.44,clear sky,2022-08-10 22:46
263,Diu,IN,20.7141,70.9822,78.35,49,0,11.43,clear sky,2022-08-10 22:46
264,Quepos,CR,9.4236,-84.1652,78.8,73,75,12.66,broken clouds,2022-08-10 22:46
265,Plettenberg Bay,ZA,-34.0527,23.3716,62.24,77,100,1.43,overcast clouds,2022-08-10 22:46
266,Whyalla,AU,-33.0333,137.5833,60.8,59,90,14.97,overcast clouds,2022-08-10 22:46
267,Novovoronezh,RU,51.3072,39.2173,37.4,65,0,6.71,clear sky,2022-08-10 22:46
268,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,94,75,8.05,mist,2022-08-10 22:36
269,Aguimes,ES,27.9054,-15.4461,66.2,63,20,13.8,few clouds,2022-08-10 22:46
270,Richards Bay,ZA,-28.783,32.0377,69.22,87,0,9.62,clear sky,2022-08-10 22:46
271,Iqaluit,CA,63.7506,-68.5145,23,86,90,19.57,overcast clouds,2022-08-10 22:46
272,Moindou,NC,-21.6924,165.677,77,94,90,8.05,overcast clouds,2022-08-10 22:46
273,Bissau,GW,11.8636,-15.5977,76.19,71,7,11.74,clear sky,2022-08-10 22:46
274,Sidney,AU,-33.8679,151.2073,61,36,0,26.46,clear sky,2022-08-10 22:45
275,Pizarro,CO,4.9533,-77.366,78.85,84,34,5.26,light rain,2022-08-10 22:46
276,Kamariotissa,GR,40.4833,25.4667,41,81,0,4.52,clear sky,2022-08-10 22:46
277,Butaritari,KI,3.0707,172.7902,81.99,77,99,14.65,overcast clouds,2022-08-10 22:46
278,Zhob,PK,31.3411,69.4481,63.48,29,2,1.61,clear sky,2022-08-10 22:46
279,Mahebourg,MU,-20.4081,57.7,78.8,83,75,12.66,light rain,2022-08-10 22:46
280,Requena,ES,39.4883,-1.1004,55,84,59,2.08,broken clouds,2022-08-10 22:46
281,Agustin Codazzi,CO,10.0341,-73.2361,75.83,91,91,4.9,overcast clouds,2022-08-10 22:46
282,Wageningen,NL,51.9667,5.6667,39,93,90,13.8,overcast clouds,2022-08-10 22:46
283,Tazmalt,DZ,36.3868,4.3989,61.14,61,100,3.87,overcast clouds,2022-08-10 22:46
284,Fairbanks,US,64.8378,-147.7164,15.01,31,1,10.36,clear sky,2022-08-10 22:46
285,Fort-Shevchenko,KZ,44.5086,50.263,53.65,72,99,7.7,overcast clouds,2022-08-10 22:46
286,Marevo,RU,57.3146,32.0804,38.41,93,100,2.59,overcast clouds,2022-08-10 22:46
287,Tigil,RU,57.8,158.6667,16.21,90,97,5.37,overcast clouds,2022-08-10 22:46
288,Bambous Virieux,MU,-20.3428,57.7575,80.01,83,75,12.66,light rain,2022-08-10 22:46
289,Chulman,RU,56.8479,124.9104,5.58,91,96,7.43,overcast clouds,2022-08-10 22:46
290,Andapa,MG,-14.65,49.65,67.44,98,98,2.1,overcast clouds,2022-08-10 22:46
291,Mayskiy,RU,47.6931,40.1025,46.4,66,20,13.42,light rain,2022-08-10 22:46
292,Payson,US,40.0444,-111.7321,69.01,13,20,3.44,few clouds,2022-08-10 22:46
293,Alta Floresta,BR,-9.8756,-56.0861,73.69,93,61,3.18,broken clouds,2022-08-10 22:46
294,Saint-Joseph,RE,-21.3667,55.6167,78.8,69,90,5.75,overcast clouds,2022-08-10 22:46
295,Oranjemund,NA,-28.55,16.4333,61.74,84,5,6.13,clear sky,2022-08-10 22:46
296,Leningradskiy,RU,69.3833,178.4167,-5.91,94,100,1.83,overcast clouds,2022-08-10 22:46
297,Ust-Omchug,RU,61.15,149.6333,2.01,87,91,6.04,overcast clouds,2022-08-10 22:46
298,Chimore,BO,-16.9833,-65.1333,72.07,99,100,1.72,overcast clouds,2022-08-10 22:46
299,Auki,SB,-8.7676,160.7034,83.52,70,100,3.11,overcast clouds,2022-08-10 22:36
300,Fortuna,US,40.5982,-124.1573,55.99,58,20,23.02,few clouds,2022-08-10 22:46
301,Palana,RU,59.1167,159.9667,11.62,84,87,3.78,overcast clouds,2022-08-10 22:46
302,Mubi,NG,10.2676,13.2644,83.03,39,37,4.61,scattered clouds,2022-08-10 22:46
303,Alice Springs,AU,-23.7,133.8833,63,51,0,9.22,clear sky,2022-08-10 22:46
304,Hanmer Springs,NZ,-42.5167,172.8167,63.66,58,70,6.04,broken clouds,2022-08-10 22:46
305,Coos Bay,US,43.3665,-124.2179,53.01,58,20,16.11,few clouds,2022-08-10 22:46
306,Havre-Saint-Pierre,CA,50.2334,-63.5986,41,42,75,11.5,broken clouds,2022-08-10 22:46
307,Christchurch,NZ,-43.5333,172.6333,75,49,38,5.75,scattered clouds,2022-08-10 22:46
308,San Patricio,US,28.017,-97.5169,89.6,33,1,12.66,clear sky,2022-08-10 22:46
309,Maneadero,MX,31.7167,-116.5667,68,75,49,3,scattered clouds,2022-08-10 22:45
310,Spencer,US,43.1414,-95.1444,57.2,47,1,19.57,clear sky,2022-08-10 22:46
311,Kahului,US,20.8947,-156.47,78.8,53,20,12.66,few clouds,2022-08-10 22:43
312,Jizan,SA,17.3333,42.6667,82.4,57,0,2.55,clear sky,2022-08-10 22:42
313,Mao,ES,39.8885,4.2658,51.8,93,20,2.3,few clouds,2022-08-10 22:44
314,Oriximina,BR,-1.7656,-55.8661,76.96,87,96,3.69,overcast clouds,2022-08-10 22:46
315,Palanca,RO,46.5333,26.1167,39.99,45,3,1.83,light rain,2022-08-10 22:46
316,Anshun,CN,26.25,105.9333,50.79,98,100,2.62,overcast clouds,2022-08-10 22:46
317,Antofagasta,CL,-23.65,-70.4,64.4,72,40,14.97,scattered clouds,2022-08-10 22:42
318,Buraydah,SA,26.326,43.975,73.4,35,20,14.97,few clouds,2022-08-10 22:46
319,Bainbridge,US,47.6262,-122.5212,52,32,75,8.05,broken clouds,2022-08-10 22:46
320,Dicabisagan,PH,17.0818,122.4157,76.1,80,97,5.73,overcast clouds,2022-08-10 22:46
321,Port Hawkesbury,CA,45.6169,-61.3485,32,69,90,11.5,overcast clouds,2022-08-10 22:46
322,Alofi,NU,-19.0595,-169.9187,82.4,78,6,5.75,light rain,2022-08-10 22:46
323,Mariakani,KE,-3.8633,39.4736,74.35,91,100,5.55,overcast clouds,2022-08-10 22:46
324,Lamar,US,33.6668,-95.5836,69.01,40,1,12.66,clear sky,2022-08-10 22:46
325,Summerville,US,33.0185,-80.1757,73.99,68,90,18.41,overcast clouds,2022-08-10 22:46
326,Concarneau,FR,47.875,-3.9225,42.8,87,0,9.22,clear sky,2022-08-10 22:46
327,Atascadero,US,35.4894,-120.6707,75,32,50,5.93,scattered clouds,2022-08-10 22:46
328,Marathon,US,44.9,-89.7668,53.6,66,90,8.05,overcast clouds,2022-08-10 22:46
329,Anadyr,RU,64.75,177.4833,8.6,61,100,6.71,overcast clouds,2022-08-10 22:46
330,Riyadh,SA,24.6877,46.7219,91.4,14,20,3.44,light rain,2022-08-10 22:46
331,Bhubaneswar,IN,20.2333,85.8333,78.8,94,40,5.79,haze,2022-08-10 22:46
332,Tapes,BR,-30.6733,-51.3958,73.98,82,88,6.71,overcast clouds,2022-08-10 22:46
333,Vestmannaeyjar,IS,63.4427,-20.2734,37.18,94,100,6.87,overcast clouds,2022-08-10 22:43
334,Kapit,MY,2.0167,112.9333,73.78,99,100,0.94,light rain,2022-08-10 22:46
335,Srandakan,ID,-7.9386,110.2506,77.86,86,92,3.13,overcast clouds,2022-08-10 22:42
336,Poggibonsi,IT,43.4724,11.1456,50,97,100,5.01,moderate rain,2022-08-10 22:46
337,Palmer,US,42.1584,-72.3287,68,64,61,7,broken clouds,2022-08-10 22:46
338,Bajil,YE,15.0584,43.2851,80.17,52,28,6.11,scattered clouds,2022-08-10 22:46
339,Pecos,US,31.4229,-103.4932,75.2,11,1,3.44,clear sky,2022-08-10 22:46
340,Naica,MX,27.85,-105.4833,87.84,6,37,6.6,scattered clouds,2022-08-10 22:46
341,Batagay,RU,67.6333,134.6333,-15.61,96,88,3.22,overcast clouds,2022-08-10 22:46
342,Folldal,NO,62.1325,9.9968,11.61,80,97,4.99,overcast clouds,2022-08-10 22:46
343,Ancud,CL,-41.8697,-73.8203,54,87,90,10.36,light rain,2022-08-10 22:46
344,Wanning,CN,18.8003,110.3967,74.55,90,61,9.62,broken clouds,2022-08-10 22:46
345,Alvorada,BR,-12.48,-49.1247,77.61,62,36,4.59,scattered clouds,2022-08-10 22:46
346,Pascagoula,US,30.3658,-88.5561,73.4,68,1,8.05,clear sky,2022-08-10 22:46
347,Kobryn,BY,52.2138,24.3564,45.37,73,37,9.15,scattered clouds,2022-08-10 22:46
348,Morondava,MG,-20.2833,44.2833,77.13,71,100,7.16,overcast clouds,2022-08-10 22:46
349,Samarai,PG,-10.6167,150.6667,82.45,67,95,12.75,overcast clouds,2022-08-10 22:46
350,Road Town,VG,18.4167,-64.6167,78.8,53,20,10.36,few clouds,2022-08-10 22:42
351,Tekeli,KZ,44.83,78.8239,39.94,58,85,9.73,overcast clouds,2022-08-10 22:46
352,Novosysoyevka,RU,44.235,133.3642,44.46,53,17,3.56,few clouds,2022-08-10 22:46
353,Banes,CU,20.9625,-75.7186,87.8,45,40,12.66,scattered clouds,2022-08-10 22:46
354,Harper,LR,4.375,-7.7169,80.58,82,99,7.31,overcast clouds,2022-08-10 22:42
355,Sept-Iles,CA,50.2001,-66.3821,37.99,60,40,8.05,scattered clouds,2022-08-10 22:46
356,Muleba,TZ,-1.8397,31.6544,64.96,85,100,7.11,overcast clouds,2022-08-10 22:46
357,Sicuani,PE,-14.2694,-71.2261,50.25,69,79,4.88,broken clouds,2022-08-10 22:46
358,Severo-Kurilsk,RU,50.6789,156.125,30.4,73,79,22.91,broken clouds,2022-08-10 22:46
359,Pauini,BR,-7.7136,-66.9764,71.06,98,100,1.59,overcast clouds,2022-08-10 22:46
360,Acheng,CN,45.5454,126.977,51.01,61,93,6.71,overcast clouds,2022-08-10 22:46
361,Banda Aceh,ID,5.5577,95.3222,78.91,81,81,5.08,broken clouds,2022-08-10 22:46
362,Cidreira,BR,-30.1811,-50.2056,75.24,80,100,10.09,overcast clouds,2022-08-10 22:46
363,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.92,87,96,10.33,overcast clouds,2022-08-10 22:47
364,Luwuk,ID,-0.9516,122.7875,78.55,82,100,2.33,overcast clouds,2022-08-10 22:43
365,Panjab,AF,34.388,67.0233,38.48,85,95,0.04,overcast clouds,2022-08-10 22:42
366,Chivay,PE,-15.6383,-71.6011,47.77,89,95,7.58,overcast clouds,2022-08-10 22:47
367,Paita,PE,-5.0892,-81.1144,78.8,69,20,12.66,few clouds,2022-08-10 22:47
368,Shitkino,RU,56.3703,98.3543,18.88,88,5,0.92,clear sky,2022-08-10 22:47
369,Tarko-Sale,RU,64.9225,77.785,17.04,96,68,3.33,broken clouds,2022-08-10 22:47
370,Digby,CA,44.6169,-65.7655,50,81,100,2.3,overcast clouds,2022-08-10 22:47
371,Nome,US,64.5011,-165.4064,12,48,90,18.41,overcast clouds,2022-08-10 22:47
372,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.61,66,1,8.75,clear sky,2022-08-10 22:47
373,Quang Ngai,VN,15.1167,108.8,73.26,90,58,3.36,broken clouds,2022-08-10 22:47
374,Zhangye,CN,38.9342,100.4517,47.86,40,65,0.85,broken clouds,2022-08-10 22:47
375,Paamiut,GL,61.994,-49.6678,31.05,92,35,8.37,scattered clouds,2022-08-10 22:47
376,Karratha,AU,-20.7377,116.8463,83.17,75,57,12.73,broken clouds,2022-08-10 22:47
377,Coahuayana,MX,18.7333,-103.6833,86,15,1,7.27,clear sky,2022-08-10 22:47
378,Marakkanam,IN,12.2,79.95,80.31,76,7,2.66,clear sky,2022-08-10 22:45
379,Hobyo,SO,5.3505,48.5268,82.13,61,6,14.2,clear sky,2022-08-10 22:47
380,Balkhash,KZ,46.844,74.9804,42.15,47,0,25.21,clear sky,2022-08-10 22:47
381,Ahipara,NZ,-35.1667,173.1667,71.83,69,5,2.93,clear sky,2022-08-10 22:47
382,Andros Town,BS,24.7,-77.7667,78.8,65,40,18.41,scattered clouds,2022-08-10 22:47
383,Haflong,IN,25.1833,93.0333,66.96,75,0,2.57,clear sky,2022-08-10 22:47
384,Ankazobe,MG,-18.3167,47.1167,62.6,94,40,4.61,scattered clouds,2022-08-10 22:43
385,Divnomorskoye,RU,44.5011,38.1353,43.86,90,100,7.7,light rain,2022-08-10 22:47
386,Marfino,RU,55.7028,37.3822,42.8,48,0,6.71,clear sky,2022-08-10 22:42
387,Oranjestad,AW,12.524,-70.027,82.4,74,20,20.71,few clouds,2022-08-10 22:46
388,Joshimath,IN,30.5667,79.5667,46.27,35,0,9.75,clear sky,2022-08-10 22:47
389,Sainte-Marie,RE,-20.8968,55.5496,75.2,88,90,16.11,overcast clouds,2022-08-10 22:47
390,Havoysund,NO,70.9963,24.6622,33.8,60,75,17.27,light snow,2022-08-10 22:47
391,Saint-Pierre,RE,-21.3393,55.4781,78.8,69,90,5.75,overcast clouds,2022-08-10 22:47
392,Sherbakul,RU,54.6316,72.3963,28.4,80,88,2.24,overcast clouds,2022-08-10 22:47
393,Kasongo-Lunda,CD,-6.4667,16.8167,68.32,97,82,2.06,broken clouds,2022-08-10 22:47
394,Goderich,CA,43.7501,-81.7165,75.2,35,100,11.5,overcast clouds,2022-08-10 22:43
395,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,76.03,71,10,3.96,clear sky,2022-08-10 22:47
396,Verkh-Chebula,RU,56.0308,87.6218,23.68,95,19,2.26,few clouds,2022-08-10 22:47
397,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,73.99,95,89,1.99,overcast clouds,2022-08-10 22:47
398,Caravelas,BR,-17.7125,-39.2481,74.46,81,1,5.35,clear sky,2022-08-10 22:47
399,Dhidhdhoo,MV,6.8833,73.1,82.51,68,6,2.53,clear sky,2022-08-10 22:47
400,Camacha,PT,33.0833,-16.3333,64.4,88,40,8.05,scattered clouds,2022-08-10 22:47
401,Port Pirie,AU,-33.1833,138.0167,60.8,59,90,14.97,overcast clouds,2022-08-10 22:47
402,Moron,AR,-34.6534,-58.6198,71.01,99,100,3.6,overcast clouds,2022-08-10 22:47
403,Macapa,BR,0.0389,-51.0664,75.2,100,90,4.61,light rain,2022-08-10 22:43
404,Ekhabi,RU,53.5102,142.9671,36.09,78,22,13.73,few clouds,2022-08-10 22:47
405,Farroupilha,BR,-29.225,-51.3478,75,72,99,3.47,overcast clouds,2022-08-10 22:47
406,West Bay,KY,19.3667,-81.4167,84.2,74,20,10.36,few clouds,2022-08-10 22:47
407,Lichinga,MZ,-13.3128,35.2406,62.6,94,0,5.75,clear sky,2022-08-10 22:47
408,Sao Miguel,BR,-5.4667,-35.3667,77,88,40,4.61,scattered clouds,2022-08-10 22:47
409,Diego De Almagro,CL,-26.3667,-70.05,65.55,46,86,4.88,overcast clouds,2022-08-10 22:47
410,Umarga,IN,17.8333,76.6167,79.84,48,94,11.18,overcast clouds,2022-08-10 22:47
411,Knysna,ZA,-34.0363,23.0471,55.4,100,0,2.3,clear sky,2022-08-10 22:47
412,Neiafu,TO,-18.65,-173.9833,80.6,69,20,0.36,few clouds,2022-08-10 22:47
413,Guatire,VE,10.4762,-66.5427,78.8,78,40,2.3,scattered clouds,2022-08-10 22:47
414,Dolinsk,RU,47.35,142.8,41,70,4,8.95,clear sky,2022-08-10 22:47
415,Komsomolskiy,UZ,40.4272,71.7189,55.4,41,1,2.3,clear sky,2022-08-10 22:47
416,Baijiantan,CN,45.6333,85.1833,48.34,26,4,8.75,clear sky,2022-08-10 22:47
417,Cabo San Lucas,MX,22.8909,-109.9124,78.8,69,20,13.04,few clouds,2022-08-10 22:43
418,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77,78,20,4.61,few clouds,2022-08-10 22:47
419,Makat,KZ,47.6469,53.3463,60.96,47,14,19.13,few clouds,2022-08-10 22:47
420,Arona,ES,28.0996,-16.681,66.99,72,20,6.91,few clouds,2022-08-10 22:47
421,Nelson Bay,AU,-32.7167,152.15,64.99,59,40,14.97,scattered clouds,2022-08-10 22:47
422,Aitape,PG,-3.1374,142.3475,79.5,83,100,8.3,overcast clouds,2022-08-10 22:47
423,Correntina,BR,-13.3433,-44.6367,77.79,42,98,3.2,overcast clouds,2022-08-10 22:47
424,Chimbote,PE,-9.0853,-78.5783,69.66,86,86,7.7,overcast clouds,2022-08-10 22:47
425,Cap Malheureux,MU,-19.9842,57.6142,80.01,74,98,7,overcast clouds,2022-08-10 22:47
426,Naze,JP,28.3667,129.4833,66.2,63,20,18.41,few clouds,2022-08-10 22:47
427,Turkistan,KZ,43,68,47.64,42,0,16.02,clear sky,2022-08-10 22:47
428,Emerald,AU,-23.5333,148.1667,75.99,68,95,4.61,overcast clouds,2022-08-10 22:47
429,Behshahr,IR,36.6923,53.5526,56.52,88,47,4.43,scattered clouds,2022-08-10 22:46
430,Green River,US,41.5286,-109.4662,61,11,1,33.38,clear sky,2022-08-10 22:47
431,Usinsk,RU,65.9939,57.5281,32.83,88,84,22.28,broken clouds,2022-08-10 22:47
432,Xuddur,SO,4.1213,43.8894,74.3,83,91,12.46,light rain,2022-08-10 22:47
433,Bogatyye Saby,RU,56.0102,50.4483,35.22,99,100,3.87,snow,2022-08-10 22:47
434,Liepaja,LV,56.5419,21.0367,33.8,93,59,3.44,broken clouds,2022-08-10 22:47
435,Egvekinot,RU,66.3167,-179.1667,0.27,75,100,13.91,overcast clouds,2022-08-10 22:44
436,Chicama,PE,-7.8447,-79.1469,68,88,40,8.05,fog,2022-08-10 22:47
437,Dongsheng,CN,39.8161,109.9776,45.41,79,100,13.04,overcast clouds,2022-08-10 22:47
438,Yenagoa,NG,4.9247,6.2642,78.57,86,68,3.98,broken clouds,2022-08-10 22:47
439,Scottsbluff,US,41.8666,-103.6672,70,12,1,8.05,clear sky,2022-08-10 22:47
440,Upernavik,GL,72.7868,-56.1549,16.21,91,98,6.93,overcast clouds,2022-08-10 22:47
441,Razole,IN,16.4833,81.8333,77.11,91,53,1.61,broken clouds,2022-08-10 22:47
442,Ca Mau,VN,9.1769,105.15,79.99,77,16,8.25,few clouds,2022-08-10 22:47
443,Northam,GB,51.0333,-4.2167,41,80,22,5.99,few clouds,2022-08-10 22:47
444,Kintampo,GH,8.0563,-1.7306,81.63,60,100,7.05,moderate rain,2022-08-10 22:47
445,Pangoa,PE,-12.1167,-73,69.85,98,100,0.76,moderate rain,2022-08-10 22:47
446,Victoria,HK,22.2855,114.1577,71.01,79,65,18.07,broken clouds,2022-08-10 22:45
447,Kizukuri,JP,40.8061,140.3861,45,65,20,6.91,few clouds,2022-08-10 22:46
448,Sao Filipe,CV,14.8961,-24.4956,75.24,65,21,12.73,few clouds,2022-08-10 22:47
